# t  J_up_x  J_up_y  J_dn_x  J_dn_y  J_spin_x  J_spin_y
477.141 -5.06736e-07 -2.70697e-07 6.02953e-06 5.58687e-07 -6.53626e-06 -8.29384e-07
479.679 -9.23287e-07 -2.44151e-07 7.16114e-06 4.42411e-07 -8.08443e-06 -6.86562e-07
482.216 -5.3806e-07 -8.39551e-08 7.97763e-06 5.18483e-07 -8.51569e-06 -6.02438e-07
484.754 2.888e-07 1.043e-07 8.4902e-06 7.13562e-07 -8.2014e-06 -6.09261e-07
487.291 8.22875e-07 1.72568e-07 8.93465e-06 8.5388e-07 -8.11177e-06 -6.81312e-07
489.829 6.19659e-07 5.91831e-08 9.53424e-06 8.19342e-07 -8.91458e-06 -7.60159e-07
492.366 -7.90014e-08 -1.41195e-07 1.03393e-05 6.39652e-07 -1.04183e-05 -7.80847e-07
494.904 -6.43988e-07 -2.54718e-07 1.12291e-05 4.496e-07 -1.18731e-05 -7.04318e-07
497.441 -7.16458e-07 -1.88432e-07 1.20206e-05 3.66347e-07 -1.27371e-05 -5.54779e-07
499.979 -4.89579e-07 -1.06743e-08 1.26017e-05 4.05779e-07 -1.30912e-05 -4.16453e-07
502.517 -3.65256e-07 1.25003e-07 1.30128e-05 4.91985e-07 -1.3378e-05 -3.66981e-07
505.054 -4.93851e-07 1.21645e-07 1.34254e-05 5.31292e-07 -1.39192e-05 -4.09647e-07
507.592 -7.27626e-07 7.81787e-09 1.402e-05 4.86108e-07 -1.47476e-05 -4.7829e-07
510.129 -8.73961e-07 -1.06512e-07 1.48299e-05 3.9316e-07 -1.57039e-05 -4.99672e-07
512.667 -8.45624e-07 -1.26486e-07 1.56676e-05 3.15444e-07 -1.65132e-05 -4.4193e-07
515.204 -6.67303e-07 -4.34971e-08 1.62444e-05 2.76028e-07 -1.69117e-05 -3.19525e-07
517.742 -5.04767e-07 6.52316e-08 1.64381e-05 2.41731e-07 -1.69429e-05 -1.76499e-07
520.279 -6.16703e-07 1.07407e-07 1.64473e-05 1.73833e-07 -1.7064e-05 -6.64258e-08
522.817 -1.09274e-06 5.78826e-08 1.66269e-05 8.74633e-08 -1.77196e-05 -2.95807e-08
525.355 -1.65446e-06 -2.44243e-08 1.71542e-05 4.47545e-08 -1.88087e-05 -6.91788e-08
527.892 -1.86539e-06 -5.85164e-08 1.78831e-05 7.80025e-08 -1.97484e-05 -1.36519e-07
530.43 -1.55778e-06 -1.55476e-08 1.8504e-05 1.29994e-07 -2.00618e-05 -1.45542e-07
532.967 -9.89736e-07 6.4369e-08 1.88049e-05 9.78063e-08 -1.97947e-05 -3.34373e-08
535.505 -6.20249e-07 1.16945e-07 1.88026e-05 -5.16656e-08 -1.94229e-05 1.68611e-07
538.042 -7.69149e-07 1.10321e-07 1.86921e-05 -2.29932e-07 -1.94612e-05 3.40253e-07
540.58 -1.38322e-06 6.32262e-08 1.86762e-05 -3.13963e-07 -2.00594e-05 3.77189e-07
543.117 -2.03586e-06 1.63848e-08 1.88054e-05 -2.77041e-07 -2.08412e-05 2.93425e-07
545.655 -2.25331e-06 -3.82133e-09 1.89867e-05 -2.1017e-07 -2.12401e-05 2.06349e-07
548.193 -1.95574e-06 9.71829e-09 1.9146e-05 -2.17124e-07 -2.11018e-05 2.26842e-07
550.73 -1.51722e-06 5.79224e-08 1.93009e-05 -3.13467e-07 -2.08181e-05 3.7139e-07
553.268 -1.32985e-06 1.28542e-07 1.94297e-05 -4.33167e-07 -2.07595e-05 5.61709e-07
555.805 -1.41754e-06 1.80677e-07 1.938e-05 -5.09384e-07 -2.07976e-05 6.90061e-07
558.343 -1.55978e-06 1.67524e-07 1.90391e-05 -5.32341e-07 -2.05989e-05 6.99865e-07
560.88 -1.65603e-06 8.79859e-08 1.85428e-05 -5.40341e-07 -2.01988e-05 6.28327e-07
563.418 -1.80061e-06 -1.56306e-10 1.81759e-05 -5.7242e-07 -1.99765e-05 5.72264e-07
565.955 -2.04326e-06 -2.76895e-08 1.80607e-05 -6.32599e-07 -2.0104e-05 6.04909e-07
568.493 -2.23562e-06 3.17292e-08 1.80504e-05 -6.93856e-07 -2.0286e-05 7.25585e-07
571.031 -2.17574e-06 1.45551e-07 1.79302e-05 -7.31306e-07 -2.01059e-05 8.76857e-07
573.568 -1.85761e-06 2.39872e-07 1.76196e-05 -7.47208e-07 -1.94772e-05 9.8708e-07
576.106 -1.51811e-06 2.4207e-07 1.71573e-05 -7.63551e-07 -1.86754e-05 1.00562e-06
578.643 -1.4125e-06 1.40695e-07 1.65938e-05 -7.96983e-07 -1.80063e-05 9.37678e-07
581.181 -1.57505e-06 1.19777e-08 1.59685e-05 -8.45714e-07 -1.75436e-05 8.57692e-07
